source,target,weight,edge_type,product_id,supplier,product_name,effective_unit_cost,reference_unit_cost,savings_per_unit,savings_pct,capacity_units,supplier_capacity,purchase_lines,last_purchase
SOURCE,PRODUCT:5225,0.0,start_product,5225,,,,,,,,,,
PRODUCT:5225,OPTION:5225:CORPORACION PROMELAB E I R L,0.0,at_or_above_reference,5225,CORPORACION PROMELAB E.I.R.L.,PLACA PETRI VIDRIO 90*15,4.0,4.0,0.0,0.0,40.0,1250.0,7.0,2025-12-04
OPTION:5225:CORPORACION PROMELAB E I R L,SINK:5225,0.0,finish_product,5225,CORPORACION PROMELAB E.I.R.L.,,,,,,,,,
PRODUCT:5225,OPTION:5225:BIO CHEMICALSS S A C,0.0,at_or_above_reference,5225,BIO CHEMICALSS S.A.C.,PLACA PETRI VIDRIO 90*15,4.0,4.0,0.0,0.0,10.0,500.0,1.0,2025-05-29
OPTION:5225:BIO CHEMICALSS S A C,SINK:5225,0.0,finish_product,5225,BIO CHEMICALSS S.A.C.,,,,,,,,,
PRODUCT:5225,OPTION:5225:IMPORTADORA ANDINA E I R L,0.8,at_or_above_reference,5225,IMPORTADORA ANDINA E.I.R.L,PLACA PETRI VIDRIO 90*15,4.8,4.0,-0.8,-0.2,20.0,66.0,1.0,2025-09-02
OPTION:5225:IMPORTADORA ANDINA E I R L,SINK:5225,0.0,finish_product,5225,IMPORTADORA ANDINA E.I.R.L,,,,,,,,,
SOURCE,PRODUCT:5227,0.0,start_product,5227,,,,,,,,,,
PRODUCT:5227,OPTION:5227:ENVIPLAST E I R L,0.0,at_or_above_reference,5227,ENVIPLAST E.I.R.L.,TAPON BUTILO COLOR GRIS N20,0.1,0.1,0.0,0.0,230.0,2050.0,3.0,2025-09-01
OPTION:5227:ENVIPLAST E I R L,SINK:5227,0.0,finish_product,5227,ENVIPLAST E.I.R.L.,,,,,,,,,
PRODUCT:5227,OPTION:5227:COMERCIAL FERRETERA SARASARA S A C,0.0,at_or_above_reference,5227,COMERCIAL FERRETERA SARASARA S.A.C.,TAPON BUTILO COLOR GRIS N20,0.1,0.1,0.0,0.0,300.0,4424.0,2.0,2025-12-15
OPTION:5227:COMERCIAL FERRETERA SARASARA S A C,SINK:5227,0.0,finish_product,5227,COMERCIAL FERRETERA SARASARA S.A.C.,,,,,,,,,
PRODUCT:5227,OPTION:5227:ESNA MEDIC INVERSIONES S A C,0.0,at_or_above_reference,5227,ESNA MEDIC INVERSIONES S.A.C.,TAPON BUTILO COLOR GRIS N20,0.1,0.1,0.0,0.0,60.0,3650.0,1.0,2025-11-19
OPTION:5227:ESNA MEDIC INVERSIONES S A C,SINK:5227,0.0,finish_product,5227,ESNA MEDIC INVERSIONES S.A.C.,,,,,,,,,
SOURCE,PRODUCT:5228,0.0,start_product,5228,,,,,,,,,,
PRODUCT:5228,OPTION:5228:ENVIPLAST E I R L,-0.208334,historical_saving,5228,ENVIPLAST E.I.R.L.,VIAL VIDRIO TRANSPARENTE 7ML B20 C/TAPA BUTILO COLOR GRIS,0.35,0.5583335,0.208334,0.373135,50.0,2050.0,2.0,2025-06-10
OPTION:5228:ENVIPLAST E I R L,SINK:5228,0.0,finish_product,5228,ENVIPLAST E.I.R.L.,,,,,,,,,
PRODUCT:5228,OPTION:5228:COMERCIAL FERRETERA SARASARA S A C,0.208333,at_or_above_reference,5228,COMERCIAL FERRETERA SARASARA S.A.C.,CON TAPA CORCHO N4VIAL VIDRIO TRANSPARENTE 7ML B20 C/TAPA BUTILO COLOR GRIS,0.766667,0.5583335,-0.208333,-0.373134,150.0,4424.0,1.0,2025-12-27
OPTION:5228:COMERCIAL FERRETERA SARASARA S A C,SINK:5228,0.0,finish_product,5228,COMERCIAL FERRETERA SARASARA S.A.C.,,,,,,,,,
SOURCE,PRODUCT:5229,0.0,start_product,5229,,,,,,,,,,
PRODUCT:5229,OPTION:5229:IMPORTACIONES JIM SAN CHANG SOCIEDAD ANONIMA CERRADA,0.0,at_or_above_reference,5229,IMPORTACIONES JIM SAN CHANG SOCIEDAD ANONIMA CERRADA,BOMBA ATOMIZADORA ACANALADO 20 410 BLANCO,0.27466,0.27466,0.0,0.0,200.0,2000.0,1.0,2025-06-10
OPTION:5229:IMPORTACIONES JIM SAN CHANG SOCIEDAD ANONIMA CERRADA,SINK:5229,0.0,finish_product,5229,IMPORTACIONES JIM SAN CHANG SOCIEDAD ANONIMA CERRADA,,,,,,,,,
SOURCE,PRODUCT:5230,0.0,start_product,5230,,,,,,,,,,
PRODUCT:5230,OPTION:5230:IMPORTACIONES JIM SAN CHANG SOCIEDAD ANONIMA CERRADA,0.0,at_or_above_reference,5230,IMPORTACIONES JIM SAN CHANG SOCIEDAD ANONIMA CERRADA,BOMBA ATOMIZADORA ACANALADO N28 410 FUCSIA,0.35917,0.35917,0.0,0.0,200.0,2000.0,1.0,2025-06-10
OPTION:5230:IMPORTACIONES JIM SAN CHANG SOCIEDAD ANONIMA CERRADA,SINK:5230,0.0,finish_product,5230,IMPORTACIONES JIM SAN CHANG SOCIEDAD ANONIMA CERRADA,,,,,,,,,
SOURCE,PRODUCT:5231,0.0,start_product,5231,,,,,,,,,,
PRODUCT:5231,OPTION:5231:IMPORTACIONES JIM SAN CHANG SOCIEDAD ANONIMA CERRADA,0.0,at_or_above_reference,5231,IMPORTACIONES JIM SAN CHANG SOCIEDAD ANONIMA CERRADA,BOMBA ATOMIZADORA ACANALADO 20 410 TRANSPARENTE,0.27466,0.27466,0.0,0.0,200.0,2000.0,1.0,2025-06-10
OPTION:5231:IMPORTACIONES JIM SAN CHANG SOCIEDAD ANONIMA CERRADA,SINK:5231,0.0,finish_product,5231,IMPORTACIONES JIM SAN CHANG SOCIEDAD ANONIMA CERRADA,,,,,,,,,
SOURCE,PRODUCT:5232,0.0,start_product,5232,,,,,,,,,,
PRODUCT:5232,OPTION:5232:IMPORTACIONES JIM SAN CHANG SOCIEDAD ANONIMA CERRADA,-0.01233,historical_saving,5232,IMPORTACIONES JIM SAN CHANG SOCIEDAD ANONIMA CERRADA,BOMBA ATOMIZADORA ACANALADO 20/410 NEGRO,0.25,0.26233,0.01233,0.047002,500.0,2000.0,2.0,2026-02-10
OPTION:5232:IMPORTACIONES JIM SAN CHANG SOCIEDAD ANONIMA CERRADA,SINK:5232,0.0,finish_product,5232,IMPORTACIONES JIM SAN CHANG SOCIEDAD ANONIMA CERRADA,,,,,,,,,
SOURCE,PRODUCT:5233,0.0,start_product,5233,,,,,,,,,,
PRODUCT:5233,OPTION:5233:IMPORTACIONES JIM SAN CHANG SOCIEDAD ANONIMA CERRADA,0.0,at_or_above_reference,5233,IMPORTACIONES JIM SAN CHANG SOCIEDAD ANONIMA CERRADA,BOMBA ATOMIZADORA ACANALADO 20/410 CELESTE,0.27466,0.27466,0.0,0.0,200.0,2000.0,1.0,2025-06-10
OPTION:5233:IMPORTACIONES JIM SAN CHANG SOCIEDAD ANONIMA CERRADA,SINK:5233,0.0,finish_product,5233,IMPORTACIONES JIM SAN CHANG SOCIEDAD ANONIMA CERRADA,,,,,,,,,
SOURCE,PRODUCT:5234,0.0,start_product,5234,,,,,,,,,,
PRODUCT:5234,OPTION:5234:IMPORTACIONES JIM SAN CHANG SOCIEDAD ANONIMA CERRADA,0.0,at_or_above_reference,5234,IMPORTACIONES JIM SAN CHANG SOCIEDAD ANONIMA CERRADA,BOMBA ATOMIZADORA ACANALADO N20 410 FUCSIA,0.27466,0.27466,0.0,0.0,200.0,2000.0,1.0,2025-06-10
OPTION:5234:IMPORTACIONES JIM SAN CHANG SOCIEDAD ANONIMA CERRADA,SINK:5234,0.0,finish_product,5234,IMPORTACIONES JIM SAN CHANG SOCIEDAD ANONIMA CERRADA,,,,,,,,,
SOURCE,PRODUCT:5235,0.0,start_product,5235,,,,,,,,,,
PRODUCT:5235,OPTION:5235:IMPORTACIONES JIM SAN CHANG SOCIEDAD ANONIMA CERRADA,-0.022708,historical_saving,5235,IMPORTACIONES JIM SAN CHANG SOCIEDAD ANONIMA CERRADA,BOMBA ATOMIZADORA ACANALADO N28 410 BLANCO,0.31375,0.336458,0.022708,0.067491,1200.0,2000.0,2.0,2026-03-04
OPTION:5235:IMPORTACIONES JIM SAN CHANG SOCIEDAD ANONIMA CERRADA,SINK:5235,0.0,finish_product,5235,IMPORTACIONES JIM SAN CHANG SOCIEDAD ANONIMA CERRADA,,,,,,,,,
SOURCE,PRODUCT:5236,0.0,start_product,5236,,,,,,,,,,
PRODUCT:5236,OPTION:5236:IMPORTACIONES JIM SAN CHANG SOCIEDAD ANONIMA CERRADA,0.0,at_or_above_reference,5236,IMPORTACIONES JIM SAN CHANG SOCIEDAD ANONIMA CERRADA,BOMBA ATOMIZADORA ACANALADO N28 410 TRANSPARENTE,0.35917,0.35917,0.0,0.0,200.0,2000.0,1.0,2025-06-10
OPTION:5236:IMPORTACIONES JIM SAN CHANG SOCIEDAD ANONIMA CERRADA,SINK:5236,0.0,finish_product,5236,IMPORTACIONES JIM SAN CHANG SOCIEDAD ANONIMA CERRADA,,,,,,,,,
SOURCE,PRODUCT:5237,0.0,start_product,5237,,,,,,,,,,
PRODUCT:5237,OPTION:5237:IMPORTACIONES JIM SAN CHANG SOCIEDAD ANONIMA CERRADA,-0.016035,historical_saving,5237,IMPORTACIONES JIM SAN CHANG SOCIEDAD ANONIMA CERRADA,BOMBA ATOMIZADORA ACANALADO N28 410 NEGRO,0.3271,0.343135,0.016035,0.046731,1000.0,2000.0,2.0,2026-02-10
OPTION:5237:IMPORTACIONES JIM SAN CHANG SOCIEDAD ANONIMA CERRADA,SINK:5237,0.0,finish_product,5237,IMPORTACIONES JIM SAN CHANG SOCIEDAD ANONIMA CERRADA,,,,,,,,,
SOURCE,PRODUCT:5238,0.0,start_product,5238,,,,,,,,,,
PRODUCT:5238,OPTION:5238:IMPORTACIONES JIM SAN CHANG SOCIEDAD ANONIMA CERRADA,0.0,at_or_above_reference,5238,IMPORTACIONES JIM SAN CHANG SOCIEDAD ANONIMA CERRADA,BOMBA ATOMIZADORA ACANALADO N28 410 CELESTE,0.35917,0.35917,0.0,0.0,200.0,2000.0,1.0,2025-06-10
OPTION:5238:IMPORTACIONES JIM SAN CHANG SOCIEDAD ANONIMA CERRADA,SINK:5238,0.0,finish_product,5238,IMPORTACIONES JIM SAN CHANG SOCIEDAD ANONIMA CERRADA,,,,,,,,,
SOURCE,PRODUCT:5239,0.0,start_product,5239,,,,,,,,,,
PRODUCT:5239,OPTION:5239:COMERCIAL FERRETERA SARASARA S A C,-0.05,historical_saving,5239,COMERCIAL FERRETERA SARASARA S.A.C.,VIAL VIDRIO TRANSPARENTE 10ML B20 C/TAPA BUTILO,0.35,0.4,0.05,0.125,150.0,4424.0,5.0,2026-01-28
OPTION:5239:COMERCIAL FERRETERA SARASARA S A C,SINK:5239,0.0,finish_product,5239,COMERCIAL FERRETERA SARASARA S.A.C.,,,,,,,,,
PRODUCT:5239,OPTION:5239:ENVIPLAST E I R L,-0.05,historical_saving,5239,ENVIPLAST E.I.R.L.,VIAL VIDRIO TRANSPARENTE 10ML B20 C/TAPA BUTILO,0.35,0.4,0.05,0.125,100.0,2050.0,4.0,2026-03-21
OPTION:5239:ENVIPLAST E I R L,SINK:5239,0.0,finish_product,5239,ENVIPLAST E.I.R.L.,,,,,,,,,
PRODUCT:5239,OPTION:5239:ESNA MEDIC INVERSIONES S A C,-0.05,historical_saving,5239,ESNA MEDIC INVERSIONES S.A.C.,VIAL VIDRIO TRANSPARENTE 10ML B20 C/TAPA BUTILO,0.35,0.4,0.05,0.125,100.0,3650.0,2.0,2025-11-29
OPTION:5239:ESNA MEDIC INVERSIONES S A C,SINK:5239,0.0,finish_product,5239,ESNA MEDIC INVERSIONES S.A.C.,,,,,,,,,
SOURCE,PRODUCT:5240,0.0,start_product,5240,,,,,,,,,,
PRODUCT:5240,OPTION:5240:ENVIPLAST E I R L,0.0,at_or_above_reference,5240,ENVIPLAST E.I.R.L.,VIAL VIDRIO TRANSPARENTE ALTO 15ML B20,0.4,0.4,0.0,0.0,400.0,2050.0,3.0,2025-08-28
OPTION:5240:ENVIPLAST E I R L,SINK:5240,0.0,finish_product,5240,ENVIPLAST E.I.R.L.,,,,,,,,,
SOURCE,PRODUCT:5241,0.0,start_product,5241,,,,,,,,,,
PRODUCT:5241,OPTION:5241:ENVIPLAST E I R L,0.0,at_or_above_reference,5241,ENVIPLAST E.I.R.L.,VIAL VIDRIO TRANSPARENTE 30ML B20,0.5,0.5,0.0,0.0,30.0,2050.0,1.0,2025-06-10
OPTION:5241:ENVIPLAST E I R L,SINK:5241,0.0,finish_product,5241,ENVIPLAST E.I.R.L.,,,,,,,,,
SOURCE,PRODUCT:5242,0.0,start_product,5242,,,,,,,,,,
PRODUCT:5242,OPTION:5242:ENVIPLAST E I R L,0.0,at_or_above_reference,5242,ENVIPLAST E.I.R.L.,VIAL VIDRIO TRANSPARENTE 50ML N20,0.9,0.9,0.0,0.0,50.0,2050.0,3.0,2025-07-15
OPTION:5242:ENVIPLAST E I R L,SINK:5242,0.0,finish_product,5242,ENVIPLAST E.I.R.L.,,,,,,,,,
SOURCE,PRODUCT:5243,0.0,start_product,5243,,,,,,,,,,
PRODUCT:5243,OPTION:5243:ENVIPLAST E I R L,0.0,at_or_above_reference,5243,ENVIPLAST E.I.R.L.,VIAL VIDRIO TRANSPARENTE 100ML B20,0.9,0.9,0.0,0.0,30.0,2050.0,1.0,2025-06-10
OPTION:5243:ENVIPLAST E I R L,SINK:5243,0.0,finish_product,5243,ENVIPLAST E.I.R.L.,,,,,,,,,
SOURCE,PRODUCT:5244,0.0,start_product,5244,,,,,,,,,,
PRODUCT:5244,OPTION:5244:ENVIPLAST E I R L,-0.05,historical_saving,5244,ENVIPLAST E.I.R.L.,VIAL VIDRIO TRANSPARENTE 5ML B20 C/TAPA BUTILO GRIS,0.35,0.4,0.05,0.125,30.0,2050.0,1.0,2025-06-10
OPTION:5244:ENVIPLAST E I R L,SINK:5244,0.0,finish_product,5244,ENVIPLAST E.I.R.L.,,,,,,,,,
PRODUCT:5244,OPTION:5244:ESNA MEDIC INVERSIONES S A C,0.05,at_or_above_reference,5244,ESNA MEDIC INVERSIONES S.A.C.,VIAL VIDRIO TRANSPARENTE 5ML B20 C/TAPA BUTILO GRIS,0.45,0.4,-0.05,-0.125,581.0,3650.0,1.0,2025-11-01
OPTION:5244:ESNA MEDIC INVERSIONES S A C,SINK:5244,0.0,finish_product,5244,ESNA MEDIC INVERSIONES S.A.C.,,,,,,,,,
SOURCE,PRODUCT:5245,0.0,start_product,5245,,,,,,,,,,
PRODUCT:5245,OPTION:5245:ENVIPLAST E I R L,0.0,at_or_above_reference,5245,ENVIPLAST E.I.R.L.,FRASCO VIDRIO TRANSPARENTE 20ML C/TAPA BAQUELITA N24 Y LAINA SILICONA,1.1,1.1,0.0,0.0,1000.0,2050.0,5.0,2026-03-26
OPTION:5245:ENVIPLAST E I R L,SINK:5245,0.0,finish_product,5245,ENVIPLAST E.I.R.L.,,,,,,,,,
PRODUCT:5245,OPTION:5245:COMERCIAL FERRETERA SARASARA S A C,0.0,at_or_above_reference,5245,COMERCIAL FERRETERA SARASARA S.A.C.,FRASCO VIDRIO TRANSPARENTE 20ML C/TAPA BAQUELITA N24 Y LAINA SILICONA,1.1,1.1,0.0,0.0,600.0,4424.0,2.0,2026-01-14
OPTION:5245:COMERCIAL FERRETERA SARASARA S A C,SINK:5245,0.0,finish_product,5245,COMERCIAL FERRETERA SARASARA S.A.C.,,,,,,,,,
PRODUCT:5245,OPTION:5245:ESNA MEDIC INVERSIONES S A C,0.0,at_or_above_reference,5245,ESNA MEDIC INVERSIONES S.A.C.,FRASCO VIDRIO TRANSPARENTE 20ML C/TAPA BAQUELITA N24 Y LAINA SILICONA,1.1,1.1,0.0,0.0,1000.0,3650.0,2.0,2025-11-11
OPTION:5245:ESNA MEDIC INVERSIONES S A C,SINK:5245,0.0,finish_product,5245,ESNA MEDIC INVERSIONES S.A.C.,,,,,,,,,
SOURCE,PRODUCT:5246,0.0,start_product,5246,,,,,,,,,,
PRODUCT:5246,OPTION:5246:ENVIPLAST E I R L,0.0,at_or_above_reference,5246,ENVIPLAST E.I.R.L.,GOTERO VIDRIO TRANSPARENTE 10ML C/TAPA Y CHUPON,1.0,1.0,0.0,0.0,500.0,2050.0,6.0,2026-04-29
OPTION:5246:ENVIPLAST E I R L,SINK:5246,0.0,finish_product,5246,ENVIPLAST E.I.R.L.,,,,,,,,,
PRODUCT:5246,OPTION:5246:COMERCIAL FERRETERA SARASARA S A C,0.0,at_or_above_reference,5246,COMERCIAL FERRETERA SARASARA S.A.C.,GOTERO VIDRIO TRANSPARENTE 10ML C/TAPA Y CHUPON,1.0,1.0,0.0,0.0,300.0,4424.0,1.0,2026-01-30
OPTION:5246:COMERCIAL FERRETERA SARASARA S A C,SINK:5246,0.0,finish_product,5246,COMERCIAL FERRETERA SARASARA S.A.C.,,,,,,,,,
SOURCE,PRODUCT:5247,0.0,start_product,5247,,,,,,,,,,
PRODUCT:5247,OPTION:5247:ENVIPLAST E I R L,0.0,at_or_above_reference,5247,ENVIPLAST E.I.R.L.,FRASCO VIDRIO TRANSPARENTE 30ML C/TAPA Y TAPON N18,0.8,0.8,0.0,0.0,26.0,2050.0,1.0,2025-06-09
OPTION:5247:ENVIPLAST E I R L,SINK:5247,0.0,finish_product,5247,ENVIPLAST E.I.R.L.,,,,,,,,,
SOURCE,PRODUCT:5248,0.0,start_product,5248,,,,,,,,,,
PRODUCT:5248,OPTION:5248:COMERCIAL FERRETERA SARASARA S A C,0.0,at_or_above_reference,5248,COMERCIAL FERRETERA SARASARA S.A.C.,FRASCO VIDRIO TRANSPARENTE 100ML C/TAPA Y TAPON B18,1.1,1.1,0.0,0.0,200.0,4424.0,3.0,2025-12-15
OPTION:5248:COMERCIAL FERRETERA SARASARA S A C,SINK:5248,0.0,finish_product,5248,COMERCIAL FERRETERA SARASARA S.A.C.,,,,,,,,,
PRODUCT:5248,OPTION:5248:ENVIPLAST E I R L,0.0,at_or_above_reference,5248,ENVIPLAST E.I.R.L.,FRASCO VIDRIO TRANSPARENTE 100ML C/TAPA Y TAPON B18,1.1,1.1,0.0,0.0,26.0,2050.0,1.0,2025-06-11
OPTION:5248:ENVIPLAST E I R L,SINK:5248,0.0,finish_product,5248,ENVIPLAST E.I.R.L.,,,,,,,,,
SOURCE,PRODUCT:5249,0.0,start_product,5249,,,,,,,,,,
PRODUCT:5249,OPTION:5249:INVERSIONES AGO S A C,-0.32,historical_saving,5249,INVERSIONES AGO S.A.C.,SOLO MINI TRIGGER NEGRO B28,0.58,0.9,0.32,0.355556,1000.0,6084.0,3.0,2026-01-08
OPTION:5249:INVERSIONES AGO S A C,SINK:5249,0.0,finish_product,5249,INVERSIONES AGO S.A.C.,,,,,,,,,
PRODUCT:5249,OPTION:5249:ENVIPLAST E I R L,0.0,at_or_above_reference,5249,ENVIPLAST E.I.R.L.,SOLO MINI TRIGGER NEGRO B28,0.9,0.9,0.0,0.0,55.0,2050.0,2.0,2025-07-09
OPTION:5249:ENVIPLAST E I R L,SINK:5249,0.0,finish_product,5249,ENVIPLAST E.I.R.L.,,,,,,,,,
PRODUCT:5249,OPTION:5249:ESNA MEDIC INVERSIONES S A C,0.0,at_or_above_reference,5249,ESNA MEDIC INVERSIONES S.A.C.,SOLO MINI TRIGGER NEGRO B28,0.9,0.9,0.0,0.0,100.0,3650.0,1.0,2025-10-27
OPTION:5249:ESNA MEDIC INVERSIONES S A C,SINK:5249,0.0,finish_product,5249,ESNA MEDIC INVERSIONES S.A.C.,,,,,,,,,
PRODUCT:5249,OPTION:5249:VIPLASTIC S A C,0.6,at_or_above_reference,5249,VIPLASTIC S.A.C.,SOLO MINI TRIGGER NEGRO B28,1.5,0.9,-0.6,-0.666667,50.0,250.0,1.0,2025-06-16
OPTION:5249:VIPLASTIC S A C,SINK:5249,0.0,finish_product,5249,VIPLASTIC S.A.C.,,,,,,,,,
SOURCE,PRODUCT:5250,0.0,start_product,5250,,,,,,,,,,
PRODUCT:5250,OPTION:5250:CORPORACION PROMELAB E I R L,-0.0375,historical_saving,5250,CORPORACION PROMELAB E.I.R.L.,TUBO CONICO CON TAPA ROSCA DE 15ML NO ESTERIL,0.25,0.2875,0.0375,0.130435,500.0,1250.0,4.0,2026-01-22
OPTION:5250:CORPORACION PROMELAB E I R L,SINK:5250,0.0,finish_product,5250,CORPORACION PROMELAB E.I.R.L.,,,,,,,,,
SOURCE,PRODUCT:5252,0.0,start_product,5252,,,,,,,,,,
PRODUCT:5252,OPTION:5252:ENVIPLAST E I R L,0.0,at_or_above_reference,5252,ENVIPLAST E.I.R.L.,GOTERO VIDRIO TRANSPARENTE 100ML C/TAOA Y CHUPON,1.6,1.6,0.0,0.0,35.0,2050.0,1.0,2025-06-20
OPTION:5252:ENVIPLAST E I R L,SINK:5252,0.0,finish_product,5252,ENVIPLAST E.I.R.L.,,,,,,,,,
PRODUCT:5252,OPTION:5252:ESNA MEDIC INVERSIONES S A C,0.0,at_or_above_reference,5252,ESNA MEDIC INVERSIONES S.A.C.,GOTERO VIDRIO TRANSPARENTE 100ML C/TAOA Y CHUPON,1.6,1.6,0.0,0.0,50.0,3650.0,1.0,2025-11-11
OPTION:5252:ESNA MEDIC INVERSIONES S A C,SINK:5252,0.0,finish_product,5252,ESNA MEDIC INVERSIONES S.A.C.,,,,,,,,,
SOURCE,PRODUCT:5253,0.0,start_product,5253,,,,,,,,,,
PRODUCT:5253,OPTION:5253:ENVIPLAST E I R L,0.0,at_or_above_reference,5253,ENVIPLAST E.I.R.L.,FRASCO PET 1LT TRANSPARENTE C/SPRAY PISTOLA N28,1.8,1.8,0.0,0.0,50.0,2050.0,1.0,2025-06-20
OPTION:5253:ENVIPLAST E I R L,SINK:5253,0.0,finish_product,5253,ENVIPLAST E.I.R.L.,,,,,,,,,
SOURCE,PRODUCT:5254,0.0,start_product,5254,,,,,,,,,,
PRODUCT:5254,OPTION:5254:ENVIPLAST E I R L,0.0,at_or_above_reference,5254,ENVIPLAST E.I.R.L.,POTE ACRILICO 5GR C/TAPA ROSCA,0.9,0.9,0.0,0.0,200.0,2050.0,6.0,2025-09-04
OPTION:5254:ENVIPLAST E I R L,SINK:5254,0.0,finish_product,5254,ENVIPLAST E.I.R.L.,,,,,,,,,
PRODUCT:5254,OPTION:5254:COMERCIAL FERRETERA SARASARA S A C,0.0,at_or_above_reference,5254,COMERCIAL FERRETERA SARASARA S.A.C.,POTE ACRILICO 5GR C/TAPA ROSCA,0.9,0.9,0.0,0.0,200.0,4424.0,1.0,2026-02-13
OPTION:5254:COMERCIAL FERRETERA SARASARA S A C,SINK:5254,0.0,finish_product,5254,COMERCIAL FERRETERA SARASARA S.A.C.,,,,,,,,,
PRODUCT:5254,OPTION:5254:ESNA MEDIC INVERSIONES S A C,0.0,at_or_above_reference,5254,ESNA MEDIC INVERSIONES S.A.C.,POTE ACRILICO 5GR C/TAPA ROSCA,0.9,0.9,0.0,0.0,500.0,3650.0,1.0,2025-09-15
OPTION:5254:ESNA MEDIC INVERSIONES S A C,SINK:5254,0.0,finish_product,5254,ESNA MEDIC INVERSIONES S.A.C.,,,,,,,,,
SOURCE,PRODUCT:5255,0.0,start_product,5255,,,,,,,,,,
PRODUCT:5255,OPTION:5255:ENVIPLAST E I R L,0.0,at_or_above_reference,5255,ENVIPLAST E.I.R.L.,VASELINERO 7GR,0.2,0.2,0.0,0.0,200.0,2050.0,8.0,2025-08-29
OPTION:5255:ENVIPLAST E I R L,SINK:5255,0.0,finish_product,5255,ENVIPLAST E.I.R.L.,,,,,,,,,
PRODUCT:5255,OPTION:5255:ESNA MEDIC INVERSIONES S A C,0.0,at_or_above_reference,5255,ESNA MEDIC INVERSIONES S.A.C.,VASELINERO 7GR,0.2,0.2,0.0,0.0,550.0,3650.0,2.0,2025-11-06
OPTION:5255:ESNA MEDIC INVERSIONES S A C,SINK:5255,0.0,finish_product,5255,ESNA MEDIC INVERSIONES S.A.C.,,,,,,,,,
PRODUCT:5255,OPTION:5255:COMERCIAL FERRETERA SARASARA S A C,0.0,at_or_above_reference,5255,COMERCIAL FERRETERA SARASARA S.A.C.,VASELINERO 7GR,0.2,0.2,0.0,0.0,100.0,4424.0,1.0,2026-02-03
OPTION:5255:COMERCIAL FERRETERA SARASARA S A C,SINK:5255,0.0,finish_product,5255,COMERCIAL FERRETERA SARASARA S.A.C.,,,,,,,,,
PRODUCT:5255,OPTION:5255:VIPLASTIC S A C,0.0,at_or_above_reference,5255,VIPLASTIC S.A.C.,VASELINERO 7GR,0.2,0.2,0.0,0.0,50.0,250.0,1.0,2025-07-11
OPTION:5255:VIPLASTIC S A C,SINK:5255,0.0,finish_product,5255,VIPLASTIC S.A.C.,,,,,,,,,
SOURCE,PRODUCT:5256,0.0,start_product,5256,,,,,,,,,,
PRODUCT:5256,OPTION:5256:ENVIPLAST E I R L,0.0,at_or_above_reference,5256,ENVIPLAST E.I.R.L.,TALQUERA PLASTICO 140GR C/TAPA Y REJILLA,2.8,2.8,0.0,0.0,50.0,2050.0,4.0,2026-04-17
OPTION:5256:ENVIPLAST E I R L,SINK:5256,0.0,finish_product,5256,ENVIPLAST E.I.R.L.,,,,,,,,,
SOURCE,PRODUCT:5257,0.0,start_product,5257,,,,,,,,,,
PRODUCT:5257,OPTION:5257:ENVIPLAST E I R L,0.0,at_or_above_reference,5257,ENVIPLAST E.I.R.L.,POTE PET TRANSPARENTE 250GR C/TAPA ROSCA,2.2,2.2,0.0,0.0,386.0,2050.0,2.0,2026-04-29
OPTION:5257:ENVIPLAST E I R L,SINK:5257,0.0,finish_product,5257,ENVIPLAST E.I.R.L.,,,,,,,,,
PRODUCT:5257,OPTION:5257:COMERCIAL FERRETERA SARASARA S A C,0.0,at_or_above_reference,5257,COMERCIAL FERRETERA SARASARA S.A.C.,POTE PET TRANSPARENTE 250GR C/TAPA ROSCA,2.2,2.2,0.0,0.0,100.0,4424.0,1.0,2026-01-01
OPTION:5257:COMERCIAL FERRETERA SARASARA S A C,SINK:5257,0.0,finish_product,5257,COMERCIAL FERRETERA SARASARA S.A.C.,,,,,,,,,
SOURCE,PRODUCT:5258,0.0,start_product,5258,,,,,,,,,,
PRODUCT:5258,OPTION:5258:CORPORACION PROMELAB E I R L,0.0,at_or_above_reference,5258,CORPORACION PROMELAB E.I.R.L.,PIPETAS PASTEUR ESTRILES 5ML (BLS100),0.1,0.1,0.0,0.0,100.0,1250.0,1.0,2026-03-03
OPTION:5258:CORPORACION PROMELAB E I R L,SINK:5258,0.0,finish_product,5258,CORPORACION PROMELAB E.I.R.L.,,,,,,,,,
SOURCE,PRODUCT:5259,0.0,start_product,5259,,,,,,,,,,
PRODUCT:5259,OPTION:5259:CORPORACION PROMELAB E I R L,-0.6,historical_saving,5259,CORPORACION PROMELAB E.I.R.L.,FRASCO DE VIDRIO BOCA ANCHA TAPA AZUL 1L NIU S/20.0,9.0,9.6,0.6,0.0625,8.0,1250.0,5.0,2026-02-21
OPTION:5259:CORPORACION PROMELAB E I R L,SINK:5259,0.0,finish_product,5259,CORPORACION PROMELAB E.I.R.L.,,,,,,,,,
SOURCE,PRODUCT:5260,0.0,start_product,5260,,,,,,,,,,
PRODUCT:5260,OPTION:5260:ENVIPLAST E I R L,0.0,at_or_above_reference,5260,ENVIPLAST E.I.R.L.,FRASCO GOTERO VIDRIO TRANSPARENTE 30ML C/TAPA Y CHUPON,1.3,1.3,0.0,0.0,50.0,2050.0,1.0,2025-06-23
OPTION:5260:ENVIPLAST E I R L,SINK:5260,0.0,finish_product,5260,ENVIPLAST E.I.R.L.,,,,,,,,,
