product_id,product_name,product_type_predicted,product_type_expected,product_type_match,subtype_predicted,subtype_expected,subtype_match,material_predicted,material_expected,material_match,color_predicted,color_expected,color_match,capacity_value_predicted,capacity_value_expected,capacity_value_match,mouth_size_mm_predicted,mouth_size_mm_expected,mouth_size_mm_match,use_category_predicted,use_category_expected,use_category_match,material_family_predicted,material_family_expected,material_family_match
5594,POTE CREMERO SIMPLE C/ CINTILLO PLATEADO 200GR C/TAPA Y LAINA,cremero,cremero,True,cremero,,,,,,PLATEADO,PLATEADO,True,200.0,,,,,,cosmetica,cosmetica,True,,,
5598,TAPA PRESS N°24,tapa,tapa,True,,,,,PP,,,,,,,,24.0,24.0,True,general,general,True,,POLIPROPILENO,
5599,POTE PLASTICO BLANCO ALTO 300GR C/TAPA Y LAINA,pote,pote,True,laina,,,PLASTICO,PEAD,False,BLANCO,BLANCO,True,300.0,,,,,,empaque_envase,general,False,PLASTICO,POLIETILENO,False
5600,POTE PLASTICO BLANCO 200GR C/TAPA Y LAINA,pote,pote,True,laina,,,PLASTICO,PEAD,False,BLANCO,BLANCO,True,200.0,,,,,,empaque_envase,general,False,PLASTICO,POLIETILENO,False
5601,FRASCO PET AMBAR 60ML CON TAPA MINIGATILLO B28,frasco,frasco,True,,,,PET,PET,True,AMBAR,AMBAR,True,60.0,60.0,True,28.0,28.0,True,empaque_envase,general,False,POLIETILENO TEREFTALATO,POLIETILENO TEREFTALATO,True
5604,SOLO TAPA GOTERO INTERNO Y TAPON N18,gotero,gotero,True,,,,,,,,,,,,,18.0,18.0,True,general,general,True,,,
5606,TUBO COLAPSIBLE 100ML BLANCO C/TAPA,tubo,tubo,True,,,,,LDPE,,BLANCO,BLANCO,True,100.0,100.0,True,,,,general,general,True,,POLIETILENO,
5607,TUBO PARA BRILLO LABIAL 10ML GLOSS,tubo,tubo,True,,,,,LDPE,,,,,10.0,10.0,True,,,,general,general,True,,POLIETILENO,
5610,FRASCO LAVAVAJILLA PET 500ML S/TAPA,frasco,frasco,True,,,,PET,PET,True,,,,500.0,500.0,True,,,,empaque_envase,general,False,POLIETILENO TEREFTALATO,POLIETILENO TEREFTALATO,True
5611,FRASCO PET TRANSPARENTE GATILLO 650ML MOD IP S/TAPA B28,frasco,frasco,True,gatillo,,,PET,PET,True,TRANSPARENTE,TRANSPARENTE,True,650.0,650.0,True,28.0,28.0,True,empaque_envase,general,False,POLIETILENO TEREFTALATO,POLIETILENO TEREFTALATO,True
5612,PET JABONERA TRANSPARENTE 28GR 400ML S/TAPA B28,tapa,tapa,True,,,,PET,PET,True,TRANSPARENTE,TRANSPARENTE,True,28.0,400.0,False,28.0,28.0,True,general,general,True,POLIETILENO TEREFTALATO,POLIETILENO TEREFTALATO,True
5613,SOLO TRIGGER MINI GATILLO BLANCO B24,atomizador,atomizador,True,gatillo,,,,PP,,BLANCO,BLANCO,True,,,,24.0,24.0,True,general,general,True,,POLIPROPILENO,
5615,CUCHARA DE POLIETILENO PARA STEVIA,,accesorio,,,,,,PEAD,,,,,,,,,,,general,general,True,,POLIETILENO,
5618,FRASCO PET AMBAR 250ML C/TAPA DISPENSADORA N24,frasco,frasco,True,dispensador,,,PET,PET,True,AMBAR,AMBAR,True,250.0,250.0,True,24.0,24.0,True,empaque_envase,general,False,POLIETILENO TEREFTALATO,POLIETILENO TEREFTALATO,True
5619,TAPA DISPENSADORA PLASTICO B24,tapa,tapa,True,dispensador,,,PLASTICO,PP,False,,,,,,,24.0,24.0,True,general,general,True,PLASTICO,POLIPROPILENO,False
