product_id,product_name,product_type,subtype,material,color,capacity_value,capacity_unit,mouth_size_mm,size_text,closure_type,accessory,shape,feature,brand,use_category,material_family,keywords,confidence,attribute_confidence,extraction_method,rules_version,attribute_evidence
5326,CORCHO BAJO N4,,,,,,,,,,,,,,general,,"[""CORCHO"", ""BAJO"", ""N4""]",0.6,"{""use_category"": 0.6}",deterministic_rules,2026-06-11,"{""product_type"": """", ""subtype"": """", ""accessory"": """", ""shape"": """", ""feature"": """", ""material"": """", ""color"": """", ""capacity"": """", ""mouth_size"": """", ""size_text"": """", ""use_category"": ""default"", ""brand"": """"}"
5327,FRASCO PET 1LT TRANSPARENTE C/TAPA Y TAPON N28.,frasco,,PET,TRANSPARENTE,1.0,L,28.0,,,tapa,,,,empaque_envase,POLIETILENO TEREFTALATO,"[""FRASCO"", ""PET"", ""1LT"", ""TRANSPARENTE"", ""TAPA"", ""TAPON"", ""N28""]",0.9114,"{""product_type"": 0.93, ""accessory"": 0.88, ""material"": 0.94, ""color"": 0.94, ""capacity"": 0.95, ""mouth_size"": 0.92, ""use_category"": 0.82}",deterministic_rules,2026-06-11,"{""product_type"": ""FRASCO,BOTELLA,ENVASE"", ""subtype"": """", ""accessory"": ""TAPA,TAPON"", ""shape"": """", ""feature"": """", ""material"": ""PET"", ""color"": ""TRANSPARENTE"", ""capacity"": ""1LT"", ""mouth_size"": ""N28"", ""size_text"": """", ""use_category"": ""BOLSA,CAJA,ENVASE,FRASCO,POTE"", ""brand"": """"}"
5328,ROLL-ON VIDRIO TRANSPARENTE 50ML C/TAPA BLANCA,tapa,,VIDRIO,TRANSPARENTE,50.0,ML,,,,tapa,,,,general,VIDRIO,"[""ROLL"", ""ON"", ""VIDRIO"", ""TRANSPARENTE"", ""50ML"", ""TAPA"", ""BLANCA""]",0.8683,"{""product_type"": 0.9, ""accessory"": 0.88, ""material"": 0.94, ""color"": 0.94, ""capacity"": 0.95, ""use_category"": 0.6}",deterministic_rules,2026-06-11,"{""product_type"": ""TAPA,TAPON,VALVULA,DISPENSADOR,ATOMIZADOR"", ""subtype"": """", ""accessory"": ""TAPA,TAPON"", ""shape"": """", ""feature"": """", ""material"": ""VIDRIO"", ""color"": ""TRANSPARENTE"", ""capacity"": ""50ML"", ""mouth_size"": """", ""size_text"": """", ""use_category"": ""default"", ""brand"": """"}"
5329,FRASCO VIDRIO TRANSPARENTE TUBULAR 10ML C/TAPA BAQUELITA B18,frasco,,VIDRIO,TRANSPARENTE,10.0,ML,18.0,,,tapa,tubular,,,empaque_envase,VIDRIO,"[""FRASCO"", ""VIDRIO"", ""TRANSPARENTE"", ""TUBULAR"", ""10ML"", ""TAPA"", ""BAQUELITA"", ""B18""]",0.9075,"{""product_type"": 0.93, ""accessory"": 0.88, ""shape"": 0.88, ""material"": 0.94, ""color"": 0.94, ""capacity"": 0.95, ""mouth_size"": 0.92, ""use_category"": 0.82}",deterministic_rules,2026-06-11,"{""product_type"": ""FRASCO,BOTELLA,ENVASE"", ""subtype"": """", ""accessory"": ""TAPA,TAPON"", ""shape"": ""TUBULAR"", ""feature"": """", ""material"": ""VIDRIO"", ""color"": ""TRANSPARENTE"", ""capacity"": ""10ML"", ""mouth_size"": ""B18"", ""size_text"": """", ""use_category"": ""BOLSA,CAJA,ENVASE,FRASCO,POTE"", ""brand"": """"}"
5330,BOMBA PARA PIPETA,atomizador,,,,,,,,,,,,,general,,"[""BOMBA"", ""PIPETA""]",0.76,"{""product_type"": 0.92, ""use_category"": 0.6}",deterministic_rules,2026-06-11,"{""product_type"": ""BOMBA,ATOMIZADORA,ATOMIZADOR,SPRAY,GATILLO,PULVERIZADOR,TRIGGER"", ""subtype"": """", ""accessory"": """", ""shape"": """", ""feature"": """", ""material"": """", ""color"": """", ""capacity"": """", ""mouth_size"": """", ""size_text"": """", ""use_category"": ""default"", ""brand"": """"}"
5331,BOTELLA PET TRANSPARENTE 120ML B28 SIN TAPA,frasco,,PET,TRANSPARENTE,120.0,ML,28.0,,,tapa,,,,general,POLIETILENO TEREFTALATO,"[""BOTELLA"", ""PET"", ""TRANSPARENTE"", ""120ML"", ""B28"", ""TAPA""]",0.88,"{""product_type"": 0.93, ""accessory"": 0.88, ""material"": 0.94, ""color"": 0.94, ""capacity"": 0.95, ""mouth_size"": 0.92, ""use_category"": 0.6}",deterministic_rules,2026-06-11,"{""product_type"": ""FRASCO,BOTELLA,ENVASE"", ""subtype"": """", ""accessory"": ""TAPA,TAPON"", ""shape"": """", ""feature"": """", ""material"": ""PET"", ""color"": ""TRANSPARENTE"", ""capacity"": ""120ML"", ""mouth_size"": ""B28 "", ""size_text"": """", ""use_category"": ""default"", ""brand"": """"}"
5332,isopos *100und,,,,,,,,,,,,,,general,,"[""ISOPOS"", ""100UND""]",0.6,"{""use_category"": 0.6}",deterministic_rules,2026-06-11,"{""product_type"": """", ""subtype"": """", ""accessory"": """", ""shape"": """", ""feature"": """", ""material"": """", ""color"": """", ""capacity"": """", ""mouth_size"": """", ""size_text"": """", ""use_category"": ""default"", ""brand"": """"}"
5333,BOTELLA PET TRANSPARENTE 250ML B28 C/TAPA Y TAPON,frasco,,PET,TRANSPARENTE,250.0,ML,28.0,,,tapa,,,,general,POLIETILENO TEREFTALATO,"[""BOTELLA"", ""PET"", ""TRANSPARENTE"", ""250ML"", ""B28"", ""TAPA"", ""TAPON""]",0.88,"{""product_type"": 0.93, ""accessory"": 0.88, ""material"": 0.94, ""color"": 0.94, ""capacity"": 0.95, ""mouth_size"": 0.92, ""use_category"": 0.6}",deterministic_rules,2026-06-11,"{""product_type"": ""FRASCO,BOTELLA,ENVASE"", ""subtype"": """", ""accessory"": ""TAPA,TAPON"", ""shape"": """", ""feature"": """", ""material"": ""PET"", ""color"": ""TRANSPARENTE"", ""capacity"": ""250ML"", ""mouth_size"": ""B28 "", ""size_text"": """", ""use_category"": ""default"", ""brand"": """"}"
5334,BOTELLA PET TRANSPARENTE 500ML B28 SIN TAPA,frasco,,PET,TRANSPARENTE,500.0,ML,28.0,,,tapa,,,,general,POLIETILENO TEREFTALATO,"[""BOTELLA"", ""PET"", ""TRANSPARENTE"", ""500ML"", ""B28"", ""TAPA""]",0.88,"{""product_type"": 0.93, ""accessory"": 0.88, ""material"": 0.94, ""color"": 0.94, ""capacity"": 0.95, ""mouth_size"": 0.92, ""use_category"": 0.6}",deterministic_rules,2026-06-11,"{""product_type"": ""FRASCO,BOTELLA,ENVASE"", ""subtype"": """", ""accessory"": ""TAPA,TAPON"", ""shape"": """", ""feature"": """", ""material"": ""PET"", ""color"": ""TRANSPARENTE"", ""capacity"": ""500ML"", ""mouth_size"": ""B28 "", ""size_text"": """", ""use_category"": ""default"", ""brand"": """"}"
5335,BOTELLA PET TRANSPARENTE 1LT (37gr) B28 SIN TAPA,frasco,,PET,TRANSPARENTE,1.0,L,28.0,,,tapa,,,,general,POLIETILENO TEREFTALATO,"[""BOTELLA"", ""PET"", ""TRANSPARENTE"", ""1LT"", ""37GR"", ""B28"", ""TAPA""]",0.88,"{""product_type"": 0.93, ""accessory"": 0.88, ""material"": 0.94, ""color"": 0.94, ""capacity"": 0.95, ""mouth_size"": 0.92, ""use_category"": 0.6}",deterministic_rules,2026-06-11,"{""product_type"": ""FRASCO,BOTELLA,ENVASE"", ""subtype"": """", ""accessory"": ""TAPA,TAPON"", ""shape"": """", ""feature"": """", ""material"": ""PET"", ""color"": ""TRANSPARENTE"", ""capacity"": ""1LT"", ""mouth_size"": ""B28 "", ""size_text"": """", ""use_category"": ""default"", ""brand"": """"}"
5336,PET CAMPANA TRANSPARENTE 300ML S/T B28..,,campana,PET,TRANSPARENTE,300.0,ML,28.0,,,,,,,general,POLIETILENO TEREFTALATO,"[""PET"", ""CAMPANA"", ""TRANSPARENTE"", ""300ML"", ""S"", ""T"", ""B28""]",0.8817,"{""subtype"": 0.94, ""material"": 0.94, ""color"": 0.94, ""capacity"": 0.95, ""mouth_size"": 0.92, ""use_category"": 0.6}",deterministic_rules,2026-06-11,"{""product_type"": """", ""subtype"": ""CAMPANA"", ""accessory"": """", ""shape"": """", ""feature"": """", ""material"": ""PET"", ""color"": ""TRANSPARENTE"", ""capacity"": ""300ML"", ""mouth_size"": ""B28"", ""size_text"": """", ""use_category"": ""default"", ""brand"": """"}"
5337,PROBADOR DE VIDRIO 5ML METALIZADO RECARGABLE,,,VIDRIO,,5.0,ML,,,,,,,,general,VIDRIO,"[""PROBADOR"", ""VIDRIO"", ""5ML"", ""METALIZADO"", ""RECARGABLE""]",0.83,"{""material"": 0.94, ""capacity"": 0.95, ""use_category"": 0.6}",deterministic_rules,2026-06-11,"{""product_type"": """", ""subtype"": """", ""accessory"": """", ""shape"": """", ""feature"": """", ""material"": ""VIDRIO"", ""color"": """", ""capacity"": ""5ML"", ""mouth_size"": """", ""size_text"": """", ""use_category"": ""default"", ""brand"": """"}"
5338,TAPA CHUPON BLANCO B28,tapa,chupon,,BLANCO,,,28.0,,chupon,chupon|tapa,,,,general,,"[""TAPA"", ""CHUPON"", ""BLANCO"", ""B28""]",0.87,"{""product_type"": 0.9, ""subtype"": 0.94, ""accessory"": 0.92, ""color"": 0.94, ""mouth_size"": 0.92, ""use_category"": 0.6}",deterministic_rules,2026-06-11,"{""product_type"": ""TAPA,TAPON,VALVULA,DISPENSADOR,ATOMIZADOR"", ""subtype"": ""CHUPON"", ""accessory"": ""CHUPON|TAPA,TAPON"", ""shape"": """", ""feature"": """", ""material"": """", ""color"": ""BLANCO"", ""capacity"": """", ""mouth_size"": ""B28"", ""size_text"": """", ""use_category"": ""default"", ""brand"": """"}"
5339,FRASCO DE VIDRIO AMBAR 200ML BOCA 28,frasco,,VIDRIO,AMBAR,200.0,ML,,,,,,boca,,empaque_envase,VIDRIO,"[""FRASCO"", ""VIDRIO"", ""AMBAR"", ""200ML"", ""BOCA"", ""28""]",0.905,"{""product_type"": 0.93, ""feature"": 0.85, ""material"": 0.94, ""color"": 0.94, ""capacity"": 0.95, ""use_category"": 0.82}",deterministic_rules,2026-06-11,"{""product_type"": ""FRASCO,BOTELLA,ENVASE"", ""subtype"": """", ""accessory"": """", ""shape"": """", ""feature"": ""BOCA"", ""material"": ""VIDRIO"", ""color"": ""AMBAR"", ""capacity"": ""200ML"", ""mouth_size"": """", ""size_text"": """", ""use_category"": ""BOLSA,CAJA,ENVASE,FRASCO,POTE"", ""brand"": """"}"
5340,FRASCO PET COLORES BOSTON 120ML C/TAPA ESPRAY B20,frasco,,PET,,120.0,ML,20.0,,,tapa|atomizador_espray,,,,empaque_envase,POLIETILENO TEREFTALATO,"[""FRASCO"", ""PET"", ""COLORES"", ""BOSTON"", ""120ML"", ""TAPA"", ""ESPRAY"", ""B20""]",0.9067,"{""product_type"": 0.93, ""accessory"": 0.88, ""material"": 0.94, ""capacity"": 0.95, ""mouth_size"": 0.92, ""use_category"": 0.82}",deterministic_rules,2026-06-11,"{""product_type"": ""FRASCO,BOTELLA,ENVASE"", ""subtype"": """", ""accessory"": ""TAPA,TAPON|ESPRAY"", ""shape"": """", ""feature"": """", ""material"": ""PET"", ""color"": """", ""capacity"": ""120ML"", ""mouth_size"": ""B20"", ""size_text"": """", ""use_category"": ""BOLSA,CAJA,ENVASE,FRASCO,POTE"", ""brand"": """"}"
5341,GUANTES BOX*100UND,,,,,,,,,,,,,,general,,"[""GUANTES"", ""BOX"", ""100UND""]",0.6,"{""use_category"": 0.6}",deterministic_rules,2026-06-11,"{""product_type"": """", ""subtype"": """", ""accessory"": """", ""shape"": """", ""feature"": """", ""material"": """", ""color"": """", ""capacity"": """", ""mouth_size"": """", ""size_text"": """", ""use_category"": ""default"", ""brand"": """"}"
5342,FRASCO DE VIDRIO BOCA ANCHA TRANSPARENTE TAPA AZUL 100ml,frasco,,VIDRIO,AZUL,100.0,ML,,,,tapa,,boca,,empaque_envase,VIDRIO,"[""FRASCO"", ""VIDRIO"", ""BOCA"", ""ANCHA"", ""TRANSPARENTE"", ""TAPA"", ""AZUL"", ""100ML""]",0.9014,"{""product_type"": 0.93, ""accessory"": 0.88, ""feature"": 0.85, ""material"": 0.94, ""color"": 0.94, ""capacity"": 0.95, ""use_category"": 0.82}",deterministic_rules,2026-06-11,"{""product_type"": ""FRASCO,BOTELLA,ENVASE"", ""subtype"": """", ""accessory"": ""TAPA,TAPON"", ""shape"": """", ""feature"": ""BOCA"", ""material"": ""VIDRIO"", ""color"": ""AZUL"", ""capacity"": ""100ML"", ""mouth_size"": """", ""size_text"": """", ""use_category"": ""BOLSA,CAJA,ENVASE,FRASCO,POTE"", ""brand"": """"}"
5343,FRASCO DE VIDRIO BOCA ANCHA AMBAR TAPA AZUL 100ML,frasco,,VIDRIO,AMBAR,100.0,ML,,,,tapa,,boca,,empaque_envase,VIDRIO,"[""FRASCO"", ""VIDRIO"", ""BOCA"", ""ANCHA"", ""AMBAR"", ""TAPA"", ""AZUL"", ""100ML""]",0.9014,"{""product_type"": 0.93, ""accessory"": 0.88, ""feature"": 0.85, ""material"": 0.94, ""color"": 0.94, ""capacity"": 0.95, ""use_category"": 0.82}",deterministic_rules,2026-06-11,"{""product_type"": ""FRASCO,BOTELLA,ENVASE"", ""subtype"": """", ""accessory"": ""TAPA,TAPON"", ""shape"": """", ""feature"": ""BOCA"", ""material"": ""VIDRIO"", ""color"": ""AMBAR"", ""capacity"": ""100ML"", ""mouth_size"": """", ""size_text"": """", ""use_category"": ""BOLSA,CAJA,ENVASE,FRASCO,POTE"", ""brand"": """"}"
5344,TAPA FLIT TOP B28,tapa,,,,,,28.0,,,tapa,,,,general,,"[""TAPA"", ""FLIT"", ""TOP"", ""B28""]",0.825,"{""product_type"": 0.9, ""accessory"": 0.88, ""mouth_size"": 0.92, ""use_category"": 0.6}",deterministic_rules,2026-06-11,"{""product_type"": ""TAPA,TAPON,VALVULA,DISPENSADOR,ATOMIZADOR"", ""subtype"": """", ""accessory"": ""TAPA,TAPON"", ""shape"": """", ""feature"": """", ""material"": """", ""color"": """", ""capacity"": """", ""mouth_size"": ""B28"", ""size_text"": """", ""use_category"": ""default"", ""brand"": """"}"
5345,EMBUDO PLASTICO,,,PLASTICO,,,,,,,,,,,general,PLASTICO,"[""EMBUDO"", ""PLASTICO""]",0.77,"{""material"": 0.94, ""use_category"": 0.6}",deterministic_rules,2026-06-11,"{""product_type"": """", ""subtype"": """", ""accessory"": """", ""shape"": """", ""feature"": """", ""material"": ""PLASTICO"", ""color"": """", ""capacity"": """", ""mouth_size"": """", ""size_text"": """", ""use_category"": ""default"", ""brand"": """"}"
5346,PHMETRO COMBO SUELOS 4 EN 1 (PH-HUMEDAD-TEMP-LUZ SOLAR) TPH01803,,,,,,,,,,,,,,medico_laboratorio,,"[""PHMETRO"", ""COMBO"", ""SUELOS"", ""4"", ""1"", ""PH"", ""HUMEDAD"", ""TEMP""]",0.84,"{""use_category"": 0.84}",deterministic_rules,2026-06-11,"{""product_type"": """", ""subtype"": """", ""accessory"": """", ""shape"": """", ""feature"": """", ""material"": """", ""color"": """", ""capacity"": """", ""mouth_size"": """", ""size_text"": """", ""use_category"": ""ODONTO,MEDIC,CLINIC,ORTOPEDIA,PH,CLORO"", ""brand"": """"}"
5347,BAGUETA O VARILLA DE VIDRIO 30ML,,,VIDRIO,,30.0,ML,,,,,,,,general,VIDRIO,"[""BAGUETA"", ""O"", ""VARILLA"", ""VIDRIO"", ""30ML""]",0.83,"{""material"": 0.94, ""capacity"": 0.95, ""use_category"": 0.6}",deterministic_rules,2026-06-11,"{""product_type"": """", ""subtype"": """", ""accessory"": """", ""shape"": """", ""feature"": """", ""material"": ""VIDRIO"", ""color"": """", ""capacity"": ""30ML"", ""mouth_size"": """", ""size_text"": """", ""use_category"": ""default"", ""brand"": """"}"
5348,FRASCO DE VIDRIO BOCA ANCHA AMBAR TAPA AZUL 250ML,frasco,,VIDRIO,AMBAR,250.0,ML,,,,tapa,,boca,,empaque_envase,VIDRIO,"[""FRASCO"", ""VIDRIO"", ""BOCA"", ""ANCHA"", ""AMBAR"", ""TAPA"", ""AZUL"", ""250ML""]",0.9014,"{""product_type"": 0.93, ""accessory"": 0.88, ""feature"": 0.85, ""material"": 0.94, ""color"": 0.94, ""capacity"": 0.95, ""use_category"": 0.82}",deterministic_rules,2026-06-11,"{""product_type"": ""FRASCO,BOTELLA,ENVASE"", ""subtype"": """", ""accessory"": ""TAPA,TAPON"", ""shape"": """", ""feature"": ""BOCA"", ""material"": ""VIDRIO"", ""color"": ""AMBAR"", ""capacity"": ""250ML"", ""mouth_size"": """", ""size_text"": """", ""use_category"": ""BOLSA,CAJA,ENVASE,FRASCO,POTE"", ""brand"": """"}"
5349,BURETA DE VIDRIO GRADUADO DE 10ML CON LLAVE DE VIDRIO,,,VIDRIO,,10.0,ML,,,,,,graduado,,general,VIDRIO,"[""BURETA"", ""VIDRIO"", ""GRADUADO"", ""10ML"", ""LLAVE"", ""VIDRIO""]",0.8475,"{""feature"": 0.9, ""material"": 0.94, ""capacity"": 0.95, ""use_category"": 0.6}",deterministic_rules,2026-06-11,"{""product_type"": """", ""subtype"": """", ""accessory"": """", ""shape"": """", ""feature"": ""GRADUADO,GRADUADA"", ""material"": ""VIDRIO"", ""color"": """", ""capacity"": ""10ML"", ""mouth_size"": """", ""size_text"": """", ""use_category"": ""default"", ""brand"": """"}"
5350,PAPEL INDICADOR DE PH,,,PAPEL,,,,,,,,,,,medico_laboratorio,PAPEL_CARTON,"[""PAPEL"", ""INDICADOR"", ""PH""]",0.89,"{""material"": 0.94, ""use_category"": 0.84}",deterministic_rules,2026-06-11,"{""product_type"": """", ""subtype"": """", ""accessory"": """", ""shape"": """", ""feature"": """", ""material"": ""PAPEL"", ""color"": """", ""capacity"": """", ""mouth_size"": """", ""size_text"": """", ""use_category"": ""ODONTO,MEDIC,CLINIC,ORTOPEDIA,PH,CLORO"", ""brand"": """"}"
5351,FRAGANCIA BEBE POETT 10ML,,,,,10.0,ML,,,,,,,,general,,"[""FRAGANCIA"", ""BEBE"", ""POETT"", ""10ML""]",0.775,"{""capacity"": 0.95, ""use_category"": 0.6}",deterministic_rules,2026-06-11,"{""product_type"": """", ""subtype"": """", ""accessory"": """", ""shape"": """", ""feature"": """", ""material"": """", ""color"": """", ""capacity"": ""10ML"", ""mouth_size"": """", ""size_text"": """", ""use_category"": ""default"", ""brand"": """"}"
5352,FRAGANCIA BRISA MARINA 10ML,,,,,10.0,ML,,,,,,,,general,,"[""FRAGANCIA"", ""BRISA"", ""MARINA"", ""10ML""]",0.775,"{""capacity"": 0.95, ""use_category"": 0.6}",deterministic_rules,2026-06-11,"{""product_type"": """", ""subtype"": """", ""accessory"": """", ""shape"": """", ""feature"": """", ""material"": """", ""color"": """", ""capacity"": ""10ML"", ""mouth_size"": """", ""size_text"": """", ""use_category"": ""default"", ""brand"": """"}"
5353,FRAGANCIA CHICA FRESA 10ML,,,,,10.0,ML,,,,,,,,general,,"[""FRAGANCIA"", ""CHICA"", ""FRESA"", ""10ML""]",0.775,"{""capacity"": 0.95, ""use_category"": 0.6}",deterministic_rules,2026-06-11,"{""product_type"": """", ""subtype"": """", ""accessory"": """", ""shape"": """", ""feature"": """", ""material"": """", ""color"": """", ""capacity"": ""10ML"", ""mouth_size"": """", ""size_text"": """", ""use_category"": ""default"", ""brand"": """"}"
5354,FRAGANCIA CHICLE 10ML,,,,,10.0,ML,,,,,,,,general,,"[""FRAGANCIA"", ""CHICLE"", ""10ML""]",0.775,"{""capacity"": 0.95, ""use_category"": 0.6}",deterministic_rules,2026-06-11,"{""product_type"": """", ""subtype"": """", ""accessory"": """", ""shape"": """", ""feature"": """", ""material"": """", ""color"": """", ""capacity"": ""10ML"", ""mouth_size"": """", ""size_text"": """", ""use_category"": ""default"", ""brand"": """"}"
5355,FRAGANCIA CT. PRIMAVERA POETT 10ML,,,,,10.0,ML,,,,,,,,general,,"[""FRAGANCIA"", ""CT"", ""PRIMAVERA"", ""POETT"", ""10ML""]",0.775,"{""capacity"": 0.95, ""use_category"": 0.6}",deterministic_rules,2026-06-11,"{""product_type"": """", ""subtype"": """", ""accessory"": """", ""shape"": """", ""feature"": """", ""material"": """", ""color"": """", ""capacity"": ""10ML"", ""mouth_size"": """", ""size_text"": """", ""use_category"": ""default"", ""brand"": """"}"
5356,FRAGANCIA LAVANDA CT POETT 10ML,,,,,10.0,ML,,,,,,,,general,,"[""FRAGANCIA"", ""LAVANDA"", ""CT"", ""POETT"", ""10ML""]",0.775,"{""capacity"": 0.95, ""use_category"": 0.6}",deterministic_rules,2026-06-11,"{""product_type"": """", ""subtype"": """", ""accessory"": """", ""shape"": """", ""feature"": """", ""material"": """", ""color"": """", ""capacity"": ""10ML"", ""mouth_size"": """", ""size_text"": """", ""use_category"": ""default"", ""brand"": """"}"
5357,FRAGANCIA LIMON EXTREMO 10ML,,,,,10.0,ML,,,,,,,,general,,"[""FRAGANCIA"", ""LIMON"", ""EXTREMO"", ""10ML""]",0.775,"{""capacity"": 0.95, ""use_category"": 0.6}",deterministic_rules,2026-06-11,"{""product_type"": """", ""subtype"": """", ""accessory"": """", ""shape"": """", ""feature"": """", ""material"": """", ""color"": """", ""capacity"": ""10ML"", ""mouth_size"": """", ""size_text"": """", ""use_category"": ""default"", ""brand"": """"}"
5358,FRAGANCIA MANZANA 10ML,,,,,10.0,ML,,,,,,,,general,,"[""FRAGANCIA"", ""MANZANA"", ""10ML""]",0.775,"{""capacity"": 0.95, ""use_category"": 0.6}",deterministic_rules,2026-06-11,"{""product_type"": """", ""subtype"": """", ""accessory"": """", ""shape"": """", ""feature"": """", ""material"": """", ""color"": """", ""capacity"": ""10ML"", ""mouth_size"": """", ""size_text"": """", ""use_category"": ""default"", ""brand"": """"}"
5359,FRASCO VIDRIO TRANSPARENTE 1.7 LT CON T/100,frasco,,VIDRIO,TRANSPARENTE,7.0,L,100.0,,,,,,,empaque_envase,VIDRIO,"[""FRASCO"", ""VIDRIO"", ""TRANSPARENTE"", ""1"", ""7"", ""LT"", ""T"", ""100""]",0.9167,"{""product_type"": 0.93, ""material"": 0.94, ""color"": 0.94, ""capacity"": 0.95, ""mouth_size"": 0.92, ""use_category"": 0.82}",deterministic_rules,2026-06-11,"{""product_type"": ""FRASCO,BOTELLA,ENVASE"", ""subtype"": """", ""accessory"": """", ""shape"": """", ""feature"": """", ""material"": ""VIDRIO"", ""color"": ""TRANSPARENTE"", ""capacity"": ""7 LT"", ""mouth_size"": ""T 100"", ""size_text"": """", ""use_category"": ""BOLSA,CAJA,ENVASE,FRASCO,POTE"", ""brand"": """"}"
5360,POTE VIDRIO TRANSPARENTE 1L C/TAPA 100,pote,,VIDRIO,TRANSPARENTE,1.0,L,,,,tapa,,,,empaque_envase,VIDRIO,"[""POTE"", ""VIDRIO"", ""TRANSPARENTE"", ""1L"", ""TAPA"", ""100""]",0.9083,"{""product_type"": 0.92, ""accessory"": 0.88, ""material"": 0.94, ""color"": 0.94, ""capacity"": 0.95, ""use_category"": 0.82}",deterministic_rules,2026-06-11,"{""product_type"": ""POTE,CREMERO"", ""subtype"": """", ""accessory"": ""TAPA,TAPON"", ""shape"": """", ""feature"": """", ""material"": ""VIDRIO"", ""color"": ""TRANSPARENTE"", ""capacity"": ""1L"", ""mouth_size"": """", ""size_text"": """", ""use_category"": ""BOLSA,CAJA,ENVASE,FRASCO,POTE"", ""brand"": """"}"
5361,FRASCO ESPARRAGUERO 370ML C/TAPA 63,frasco,,,,370.0,ML,,,,tapa,,,,empaque_envase,,"[""FRASCO"", ""ESPARRAGUERO"", ""370ML"", ""TAPA"", ""63""]",0.895,"{""product_type"": 0.93, ""accessory"": 0.88, ""capacity"": 0.95, ""use_category"": 0.82}",deterministic_rules,2026-06-11,"{""product_type"": ""FRASCO,BOTELLA,ENVASE"", ""subtype"": """", ""accessory"": ""TAPA,TAPON"", ""shape"": """", ""feature"": """", ""material"": """", ""color"": """", ""capacity"": ""370ML"", ""mouth_size"": """", ""size_text"": """", ""use_category"": ""BOLSA,CAJA,ENVASE,FRASCO,POTE"", ""brand"": """"}"
5362,FRASCO ESPARRAGUERO 212ML C/TAPA METALICA N58,frasco,,,,212.0,ML,58.0,,,tapa,,,,empaque_envase,,"[""FRASCO"", ""ESPARRAGUERO"", ""212ML"", ""TAPA"", ""METALICA"", ""N58""]",0.9,"{""product_type"": 0.93, ""accessory"": 0.88, ""capacity"": 0.95, ""mouth_size"": 0.92, ""use_category"": 0.82}",deterministic_rules,2026-06-11,"{""product_type"": ""FRASCO,BOTELLA,ENVASE"", ""subtype"": """", ""accessory"": ""TAPA,TAPON"", ""shape"": """", ""feature"": """", ""material"": """", ""color"": """", ""capacity"": ""212ML"", ""mouth_size"": ""N58"", ""size_text"": """", ""use_category"": ""BOLSA,CAJA,ENVASE,FRASCO,POTE"", ""brand"": """"}"
5363,FRASCO CUADRADRO 387ML C/TAPA 63,frasco,,,,387.0,ML,,,,tapa,,,,empaque_envase,,"[""FRASCO"", ""CUADRADRO"", ""387ML"", ""TAPA"", ""63""]",0.895,"{""product_type"": 0.93, ""accessory"": 0.88, ""capacity"": 0.95, ""use_category"": 0.82}",deterministic_rules,2026-06-11,"{""product_type"": ""FRASCO,BOTELLA,ENVASE"", ""subtype"": """", ""accessory"": ""TAPA,TAPON"", ""shape"": """", ""feature"": """", ""material"": """", ""color"": """", ""capacity"": ""387ML"", ""mouth_size"": """", ""size_text"": """", ""use_category"": ""BOLSA,CAJA,ENVASE,FRASCO,POTE"", ""brand"": """"}"
5364,FRASCO BARRIL 720ML C/TAPA 82,frasco,,,,720.0,ML,,,,tapa,,,,empaque_envase,,"[""FRASCO"", ""BARRIL"", ""720ML"", ""TAPA"", ""82""]",0.895,"{""product_type"": 0.93, ""accessory"": 0.88, ""capacity"": 0.95, ""use_category"": 0.82}",deterministic_rules,2026-06-11,"{""product_type"": ""FRASCO,BOTELLA,ENVASE"", ""subtype"": """", ""accessory"": ""TAPA,TAPON"", ""shape"": """", ""feature"": """", ""material"": """", ""color"": """", ""capacity"": ""720ML"", ""mouth_size"": """", ""size_text"": """", ""use_category"": ""BOLSA,CAJA,ENVASE,FRASCO,POTE"", ""brand"": """"}"
5365,FRASCO VID TRANSPARENTE 370ML BAJO C/TAPA 77,frasco,,,TRANSPARENTE,370.0,ML,,,,tapa,,,,empaque_envase,,"[""FRASCO"", ""VID"", ""TRANSPARENTE"", ""370ML"", ""BAJO"", ""TAPA"", ""77""]",0.904,"{""product_type"": 0.93, ""accessory"": 0.88, ""color"": 0.94, ""capacity"": 0.95, ""use_category"": 0.82}",deterministic_rules,2026-06-11,"{""product_type"": ""FRASCO,BOTELLA,ENVASE"", ""subtype"": """", ""accessory"": ""TAPA,TAPON"", ""shape"": """", ""feature"": """", ""material"": """", ""color"": ""TRANSPARENTE"", ""capacity"": ""370ML"", ""mouth_size"": """", ""size_text"": """", ""use_category"": ""BOLSA,CAJA,ENVASE,FRASCO,POTE"", ""brand"": """"}"
5366,FRASCO COLMENA 746 C/TAPA 77,frasco,,,,,,,,,tapa,,,,empaque_envase,,"[""FRASCO"", ""COLMENA"", ""746"", ""TAPA"", ""77""]",0.8767,"{""product_type"": 0.93, ""accessory"": 0.88, ""use_category"": 0.82}",deterministic_rules,2026-06-11,"{""product_type"": ""FRASCO,BOTELLA,ENVASE"", ""subtype"": """", ""accessory"": ""TAPA,TAPON"", ""shape"": """", ""feature"": """", ""material"": """", ""color"": """", ""capacity"": """", ""mouth_size"": """", ""size_text"": """", ""use_category"": ""BOLSA,CAJA,ENVASE,FRASCO,POTE"", ""brand"": """"}"
